Dataset,Id,Context,Comment,Target
Davidson,25,,""" 천국 문 같은 그녀의 보지 입술 "" &#128524;",1
Davidson,26,,""" 괭이는 무엇을 위해 치는거야 """,1
Davidson,27,,""" 나는 Ocean Dr 에서 그 음부를 만났습니다. 그 음부에 알약을 주었습니다 "" &#128524;",1
Davidson,28,,""" 난 Hennessy랑 섹스하는 멋진 년이 필요해 """,1
Davidson,29,,"""난 내 돈을 내 마음대로 써",1
Davidson,30,,"""나는 나의 오래된 계집에게 나의 새로운 계집의 음부를 더 젖게 하는 것을 txt""",1
Davidson,31,,"""나는 예전의 나로 돌아간다고 말하고 싶지만 내 오래된 여자들은 흥분할 것이다"" &#128524;",1
Davidson,32,,"""그 Murder Game에 관심이 없다면 닥쳐""",1
Davidson,33,,"""발가락이 안끝나면 똥냄새가 난다""",1
Davidson,34,,"""나는 쓰라린 년들과 함께 끝났습니다. 그것에 대한 랩입니다. 당신이 앵그리 버드라면 그것에 대한 앱이 있습니다.""",1
Davidson,35,,"""그 새끼야""",1
Davidson,36,,""" 암캐를 잘라버리는 건 아무것도 아니야 """,1
Davidson,37,,"""지금 아들을 만나십시오. 그는 나중에 엉덩이 암캐 "" #Shots",1
Davidson,38,,"""어릿광대의 눈물은 창녀에게 우는 절름발이""",1
Davidson,39,,"""94년에 Snoop이 말했듯이 우리는 이 년들을 사랑하지 않아""",1
Davidson,40,,"""엄마가 내 개집에 고양이가 없다고 했어""",0
Davidson,41,,"""가장 미워하지만 여자는 좋아"" #2MW #SevenOne # http://t.co/BMdSVMc3rC",1
Davidson,42,,"""착한 여자 나쁜, 나를 못되게 만들. 나쁜 야 괭이, 진짜 좋은 몸. 다운 사우스 병아리, em 진짜 두꺼워"" http://t.co/bzRDl3kF7U",1
Davidson,43,,""" 포주 업 포주 업 년 다운 "" 미래의 목소리",1
Davidson,44,,"""좋아요 200개를 받는 그 음부의 사진을 게시하세요""",1
Davidson,45,,""" 보지는 강력한 마약이다 "" &#128517; #해피험프데이 http://t.co/R8jsymiB5b",1
Davidson,46,,"""빨리 한 조각을 드라이브 바이라고 불러""",1
Davidson,47,,""" 마치 새로운 여자처럼 여기에서 뛰어다니고 있어.""",1
Davidson,48,,"""이 년들은 최악의 경우에도 당신을 위해 사람을 보낼 것입니다.""",1
Davidson,49,,"""이 년들은 돈 쓰는 놈들 좋아해, 한판 승부 말고""",1
Davidson,50,,"""우리는 이 놈들을 다 믿지 않아""",1
Davidson,51,,""" 새끼들 b 커핑하는 년들 때문에 니들은 절대 년을 가질 수 없어 """,1
Davidson,52,,"""당신은 총알을 피합니다"" &#128517; ""@DaRealKha: ""임신을 끊었거나 ....신이여!""",1
Davidson,53,,""" 젊은 Pill Chamberlain 이 년들은 내 음악을 사랑해 """,1
Davidson,54,,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#1285 아마 대부분의 이 트위터 년들보다 깨끗하지만.......""",1
Davidson,55,,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieF 대기 오늘 밤 개년처럼 행동하기 위해""",1
Davidson,56,,"""&#128514;&#128514;&#128514;@The_Paradox: 그리고 고양이를 훔쳐서 핏불로 교체하세요 &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: The_Paradox 야 너 해봐야지""",1
Davidson,57,,"""그리고 그는 항상 괭이처럼 갔다""",1
Davidson,58,,"""...이 새끼가 내 틱택을 가져갔어.""

나는 이 영화를 좋아한다.",1
Davidson,59,,"""..내가 원하는 것은 돈을 벌어서 모델 년들과 섹스하는 것뿐!"" - 러셀 시몬스",1
Davidson,60,,"""@2015seniorprobs: 우리가 똥개같은 선생님들을 상대할 필요가 없었다면 아마 학교에 별로 신경 쓰지 않았을 것입니다."" 리트윗",1
Davidson,61,,"""@A7XDemery: 나는 그들이 말한 빌어먹을 호모입니다""",1
Davidson,62,,"""@ARIZZLEINDACUT: 여자들은 이제 여자와 데이트하는 것이 귀엽다고 생각합니까? http://t.co/VxBJg26Gsz"" 이런 일을 하면 어떻게 여자가 여자가 됩니까?",1
Davidson,63,,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" 우프 우프 뜨거운 비늘 꼬마",0
Davidson,64,,"""@AdoreBellaaa: 당신의 여자에게 다른 여자를 요청한 적이 있나요 - kanye 목소리""",1
Davidson,65,,"""@AdoreZoey: 당신이 Ya gf 친구를 알고 있는 게임에 어떻게 당신의 친구를 데려왔습니까?! &#128553;&#128553;&#128553;&#128553;"" 맹세해!!!!!",1
Davidson,66,,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" 우프 우프 및 뜨거운 밑창",0
Davidson,67,,"""@Allyhaaaaa: 레미가 오레오를 먹고 이 요리를 해요."" 오레오 하나? ㅋㅋㅋ",0
Davidson,68,,"""@Almightywayne__: @JetsAndASwisher @Gook____ 젠장 http://t.co/pXmGA68NC1"" 아마도 당신은 나을 것입니다. 그냥 http://t.co/TPreVwfq0S",1
Davidson,69,,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" 완전한 문장을 사용해 주시겠습니까?",1
Davidson,70,,"""@ArizonasFinest6: 가지 이모티콘이 왜 그래?""라고 그는 그녀가 비명을 지르는 것처럼 보였다고 말합니다.",0
Davidson,71,,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" 섹시 암캐야",1
Davidson,72,,"""@BOSSBYTCHH: 샤워커튼보다 음부가 더 젖어....#ahmesehwetness""<lmao!!",1
Davidson,73,,"""@BRO_HEN314: #Eaglesnation과 모든 #Eagles는 내가 방금 게시한 사진을 보아야 합니다. 왜냐하면 그 년이 가장 인종차별적인 말을 했기 때문입니다.""",1
Davidson,74,,"""@BVSEDCHINK: 야 스케이트보드 좆까, 너네들 전부 나무 밀고 있는 개자식아, 공은 인생이야 http://t.co/VBCzP6HMT7""
@AmJemieBen",1
Davidson,75,,"""@BabyAnimalPics: 아기 원숭이 목욕 시간 http://t.co/7KPWAdLF0R""
앗! 너무 사랑스럽다!",0
Davidson,76,,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; 나는 똥이 아니야."" 젠장 스키피 ㅋㅋ",1
Davidson,77,,"""@BeEasyJrizzy: 보도에서 개미를 죽이고 그 새끼가 고양이를 사러 가는 길에 있다면 젠장할 생각을 하세요""아니 bs는 b >30%의 기회가 있어야 합니다",1
Davidson,78,,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 링 0 mvps 0 암캐 롤",1
Davidson,79,,"""@BeenFLYnSolo: 사람들은 빈민가/지역에 대해 나쁘게 이야기하지만 ... 어린 시절에 깜둥이는 재미있었습니다!""",1
Davidson,80,,"""@BestProAdvice: 문신에 대한 사실...문신 http://t.co/ZwnbhpDZ8e"" 그는 젖꼭지에 문신을 하지 않은 고양이입니다.",1
Davidson,81,,"""@Bill215_: ""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden 개새끼들이 깜둥이처럼 행동하고 싶어하는 게 너무 싫다."" ..",1
Davidson,82,,"""@BitchJones92: 개년을 숭배하세요! http://t.co/R37CejCjou"" 우프 우프",1
Davidson,83,,"""@BlackChiquitita: 와우. RT @thatmanpalmer 길을 잃었어요. 엉덩이 피어싱인가요? http://t.co/yn6guyOUQ6"" 예 그녀는 괭이",1
Davidson,84,,"""@BlackNerdJade: 알겠습니다."" 그녀는 차라리 파산한 암캐가 되고 싶어? * 어깨를 으쓱* 그녀는 그것이 그녀를 위해 어떻게 작동하는지 나에게 말해야 할 것입니다",1
Davidson,85,,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 퀴어"" gaywad",1
Davidson,87,,"""@BrokenPiecesmsc: @ItsNotAdam 새끼는 dat k 이후에 내 트윗을 읽었습니다"" 그것은 심지어 재미도 없었습니다.",1
Davidson,88,,"""@BrosConfessions: 이 새끼는 너무 배은망덕했다 http://t.co/06e77bGwbx"" fr ..... LULWORE",1
Davidson,89,,"""@CASHandBOOBIES: 납치당했어 야 개년아""",1
Davidson,90,,"""@CB_Baby24: @white_thunduh alsarabsss"" 그는 멕시코 사람이라고 말할 수 있습니다.",1
Davidson,91,,"""@CCobey: @AydanMcCoy 생일 축하해"" 고마워요",1
Davidson,92,,"""@CHlLDHOODRUINER: 선생님이 숙제가 있다고 하시면 https://t.co/RKk5vawIj1"" 이 개새끼는 가야해!!!",1
Davidson,93,,"""@CaelanG15: ""@22EdHam: @CaelanG15 그 새끼가 그 괭이를 먹고 있었다 ㅋㅋ"" Hell Yea lol john Paul"" 새끼가 john paul이라고 말했다.. http://t.co/OSIpBKPr9h",1
Davidson,94,,"""@CanIFuckOrNah: 너희들 못생긴 대머리 암캐들이 화장과 옷 짜는 일을 그만둔다면 어떻게 하겠니?""",1
Davidson,95,,"""@CarelessOne92: Leafs가 이 빌어먹을 게임에서 이기면 내가 폭동을 일으키고 젠장할 수 있습니다 #EarlyChristmas"" 내 친구 약탈을 시작하는 것이 좋습니다",1
Davidson,96,,"""@CauseWereGuys: 학교로 돌아가는 것은 학교에 다니는 창녀들보다 더 짜증이 난다.""",1
Davidson,97,,"""@CauseWereGuys: 니 새끼 http://t.co/j906T5zE2R"" 엿먹이러 가는 길에 9살의 나를",1
Davidson,98,,"""@CeleyNichole: @white_thunduh 왜 나에게 음식을 가져오지 않는 거지?"" 나는 차 지체가 없다.",1
Davidson,99,,"""@ChadMFVerbeck: Richnow가 헬라 틴더 년들과 함께 나타나지 않으면 나는 더 이상 그의 친구가 아닙니다.""",1
Davidson,100,,"""@ChandlerParsons: 카우보이들은 어때!!!!"" 닥쳐 보지",1
Davidson,101,,"""@ClicquotSuave: LMAOOOOOOOOOOO 이 새끼 @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" <이년은 우울한 걸 좋아해..foh",1
Davidson,102,,"""@Coley_Cee: @lil_aerii girl 내가 너에게 그 G똥을 뱉고 있었고 너는 lbvs로 가고 있었다는 걸 알잖아""",1
Davidson,103,,"""@Coley_Cee: 내가 트위터 감옥에 가지 않을 수 있도록 쿠조 페이지에서 몇 개의 트윗을 만들게 해줘.""",1
Davidson,104,,"""@ComedyPosts: 할렘 쉐이크는 30초 동안 완전히 지체하기 위한 핑계일 뿐입니다.""",1
Davidson,105,,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""좋아, 하지만 그녀는 ""정서적으로 손상을 입었다""고 해서 괭이처럼 행동할 필요가 없다",1
Davidson,106,,"""@CoryBandz: 1명의 충실한 여성을 갖는 것이 괭이를 갖는 것보다 훨씬 낫습니다, idc &#128175;""",1
Davidson,107,,"""@Crhedrys: 보지 핥아.... 야옹 야옹 #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K""""""""

&#128533;",1
Davidson,108,,"""@DBAB_Holloway: 우리의 12번째 사나이를 확인하세요. #CowboysNation"" 관중석에 있는 그 망할 ny 팬에도 불구하고",1
Davidson,109,,"""@DGotBricks: 그들 vixen ent bitches에게 무슨 일이"" 그들은 산기슭에 있는 년처럼 달려들어 옆으로 던졌다.",1
Davidson,110,,"""@DaeDaviDavie: @white_thunduh 난 나쁜 놈이야 알몸 누드 팻 &#128554;&#128527;&#128056;"" 와",1
Davidson,111,,"""@DevilGrimz: @VigxRArts 당신은 빌어먹을 게이, 블랙리스트에 오른 년이야"" 어쨌든 #TehGodClan을 위해 지지 http://t.co/xUCcwoetmn",1
Davidson,112,,"""@DiamondLoudKush: 씨발, 이 새끼들이 잘못됐어?"" 아무도 몰라",1
Davidson,113,,"""@Dietrich1892: 닥쳐:p"" 날 개년으로 만들어",1
Davidson,114,,"""@DionaIrish: 나는 ""나 임신했어"" 같은 년이 싫어.""",1
Davidson,115,,"""@DoYou_Q: DM에 개새끼들이 있지만 나는 그들을 읽지 않습니다""가 당신의 상위 3위입니다.",1
Davidson,116,,"""@DomWorldPeace: 승리를 위한 야구 시즌. #Yankees"" 여기서부터 사랑이 시작되었습니다",0
Davidson,117,,"""@Dommoneek: 멍청한 새끼야, 난 yoooooouuu랑 어울리지 않아..""",1
Davidson,118,,"""@DreadheadAri: 그녀는 정말로 나에게 그 죽은 엉덩이를 진지하게 물었습니다. 제가 말할 수 있는 것은 ""개년아"" LOL뿐이었습니다.",1
Davidson,119,,"""@DunderbaIl: 저는 일찍 일어나는 새이고 올빼미형이므로 현명하고 벌레가 있습니다.""",0
Davidson,120,,"""@EdgarPixar: 오늘 밤 중약의 과다복용이 나쁘게 들리지 않습니다."" 난 맨날 그 개똥같은 짓을 하고 있어.",0
Davidson,121,,"""@El_Grillo1: 사랑스러운 동화 생물로 촬영된 핏불 http://t.co/Q0Sm89oOLh""

그들은 * 동화 같은 생물입니다.",0
Davidson,122,,"""@Ferocious_Ghost: @1stName_Bravo 앗."" ...fag, 나에게 ""aw""를 트윗하지 마십시오 lol",1
Davidson,123,,"""@FloKid88: 이제부터 레이커스가 쓰레기가 되는 한, 나는 부주의할 수 있습니다. 그리고 그것이 현실입니다."". CC: @BENBALLER 하하하",0
Davidson,124,,"""@Frosstyy_: @h0rheyd 난 아무 말도 하지 않았어"" 그리고 키스해줘",1
Davidson,125,,"""@FunnyPicsDepot: 이것은 ""나는 축구를 하고, 여자를 속이고, 카키색 카고를 입는다"" 이발 http://t.co/ZUai7qWBIR"" &#128514; 예",0
Davidson,126,,"""@G27Status: 내 무릎에 뚱뚱한 년을 사러 갈 수 있어"" 같은",1
Davidson,127,,"""@GEDMelle: 부재중 전화 17개!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be 비명을 질러 #FreeMoneyMelle",1
Davidson,128,,"""@GTM_Al: 야 이 개새끼는 이게 규칙이라는 걸 알아야 해..저지에서 온 내 사촌이 이사를 생각하고 있냐고 물어봐"" lmmfao &#128514;&#128514;&#128514;&#128514;",1
Davidson,129,,"""@GagaTom1: ""@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i"""" fuck yes",1
Davidson,130,,"""@GirlThatsVonte: 이 년들은 고기가 엉덩이를 때리지 않을 거라고 생각하고 있어요 &#128564;&#128075;"" 아이나 브루",1
Davidson,131,,"""@GirlThatsVonte: 가장자리가 없는 야한 년들이 가장 말이 많아 &#128553;&#128564;✋""&#128514;&#128514;&#128514;",1
Davidson,132,,"""@GirlThatsVonte: 올해에도 여전히 속임수를 쓰거나 치료를 하고 있나요?""젠장, 그래, 도적질을 하는 놈이 가방을 훔쳐가는 거지",1
Davidson,133,,"""@Girllssues: 엄마랑 섹스하고싶다 내가 왔던 그 보지에서 엄마랑 섹스하고싶다""",1
Davidson,134,,"""@Gizzy_Jones94: 그녀가 눈을 뜨고 너에게 키스한다면 저년을 지켜봐!""lmfao",1
Davidson,135,,"""@Goofstroop: 당신은 엉덩이 괭이가 될 수 있습니다. &#128586;""",1
Davidson,136,,"""@Gotti_LTF: 생일 축하해 Bitch ass Nigga @JetsAndASwisher"" 저 년을 칭찬해!",1
Davidson,137,,"""@HBMostDope: @1Jayee @PipinHoes가 그 년을 보내곤 했어요""",1
Davidson,138,,"""@HBMostDope: 못생긴 년들은 내가 내 WCW인 것처럼 굴어.",1
Davidson,139,,"""@HaloTGMG: @1stName_Bravo 인마, 우리가 멍청한 놈들이라는 걸 알잖아요."" ...nah, I throw no look pass lmao",1
Davidson,141,,"""@HeartlessFuck: 애틀랜타에서 나가게 되어 기쁩니다. 감옥 안팎에 다니는 놈들과 미친 놈들이 있는 멍청한 년들뿐입니다.""",1
Davidson,142,,"""@HermosaAlma: 이건 빈민가가 아니야.....똑똑해 https://t.co/MPAzQ3Jswf"" 내가 이 idc를 하고 있어",0
Davidson,143,,"""@HiImJoriB: 나는 우리가 서로 속이는 것을 신경 쓰지 않을 것이기 때문에 괭이를 아내로 삼을 것입니다."" ...애초부터 관계를 강요하는 이유는 무엇입니까?",1
Davidson,144,,"""@HornyFacts: 독신이라는 것은 괭이의 핑계가 아닙니다."" @TheOneMiss_Luu",1
Davidson,145,,"""@HoskinsTy96: White Boy power bitch"" 블랙 파워 bitch",1
Davidson,146,,"""@Hudgens_11: 취해서, 바람을 피우고, 똥을 뱉고, 둔기를 뱉고, 창녀들한테 치자!"" 형 백인 친구들은 냉정하지 않습니다.",1
Davidson,147,,"""@IScoutGirls: @verbally_abrupt 개년아 어디 있었어?"" 어디 갔었?",1
Davidson,148,,"""@ItsYahBoiRay: @anelylove 나쁜 년이 요 파티에서 내 거시기를 빨지 않으면 난 fr 간다 꺼져 &#128514;&#128514;"" *작성자 @anelylove *",1
Davidson,149,,"""@Itsyesie: #oomf는 너무 귀엽습니다. 하지만 그는 아마 괭이를 많이 가지고 있을 것입니다.""",1
Davidson,150,,"""@JAYten9: 모든 만화에서 항상 @_nuffsaid15이 이 년들을 구하는 것입니다. http://t.co/9uKD8wtZ6x"" lmao 빌어먹을 선장 SaveAhoe",1
Davidson,151,,"""@JReebo: 누가 이 나쁜 덩어리에 코를 갖다대고 싶어 그럼 #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" 핫삭스와 다리",0
Davidson,152,,"""@JamesyNBA: 나도 내 동생 keezy 같은 년이었으면 좋겠다 &#128530;"" 우우우우우우우우우우우우우",1
Davidson,153,,"""@JasminePore: 할로윈에 고양이로 분장했다면 기본입니다."" ...또는 보지",1
Davidson,154,,"""@Jewelxo: 이 멍청한 년들이 gtfo할 수 있도록 pornhub가 게임 스트림 기능을 얻을 수 있습니까?"" @Pornhub가 그것을 사용할 수 있습니다 Katie<3",1
Davidson,155,,"""@JoeBudden: 섹스하는 동안 그녀를 질식시키는 것을 두려워하지 마세요. 개새끼들아. 그녀가 좋아할거야."". 침대에서 여자를 때리는 남자가 말합니다. FOH",1
Davidson,156,,"""@Johnny55Perez: @white_thunduh 하 글쎄, 내가 그들을 충성스러운 형으로 만드는 것 같아"" 그들은 내 친구를 괭이로 하는 충성심이 결코 없을 것입니다",1
Davidson,157,,"""@KazAtta: @1TAKEHOV 이런.. ""오전 5시야, 넌 몰리야, 씨발 니 종자는 어디있어??"""" #고정",1
Davidson,158,,"""@KelsieBelsi: 모든 여자를 암캐라고 하면 남자가 아니야""",1
Davidson,159,,"""@KeyshawnSwag: Lmfao 이 고양이가 나한테 똥을 싸기 시작했어"" 내 친구가 드디어 보지를 얻었어?!? 내 새끼!!!",1
Davidson,160,,"""@KeyshawnSwag: 필업 필업 가져와 다시 되감기 내가 있던 곳으로 되감기 그들은 Shaq을 라인에서 이동시킵니다.""",0
Davidson,161,,"""@KingCuh: @16stanleys io io alu record ho vine sai pe 하하하하"" ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
Davidson,162,,"""@KingHendo95: @VonDreaam 아니, 내 오래된 테이프야. 새 커버 . 내 곧 나올 믹스 테이프는 #KingOfTheHill"" 그래, 난 그 년 Mayne을 기다리고 있어!",1
Davidson,163,,"""@KingTeej_: 오 더러운 발 엉덩이 새끼들.."" 나한테는 너무 웃겼어.",1
Davidson,164,,"""@King_Shawn_6: @white_thunduh 훌륭해서 노란색 깃발을 받은 곳입니다. &#128079;&#128524;"" 지옥 예 니기",1
Davidson,165,,"""@KissMySmilee: 년들이 아무렇지 않게 행동할 시간이 없어요.""",1
Davidson,166,,"""@KnightfanNeal #UCPINKPARTY 어서 살아라 기사나라!!!!"" 이것은 여전히 ​​​​얼리버드 스페셜입니다. #ComeAtMeUT",0
Davidson,167,,"""@KyraNadiya_: 이 년들은 충성스럽지 않습니다 ; 아니요 http://t.co/h1UBsVbkGl""

Smfh & 왜 괜찮은 사람이 아무도 원하지 않는지 궁금합니다.",1
Davidson,168,,"""@LCisTJ: 이런, 놈들은 계속 내가 나약하다고 생각하고 있구나. 자기가 내 암캐라고 몇 번이나 소리쳤는지 물어봐. 오 알았어. STFU."" 안녕!",1
Davidson,169,,"""@LODYCASH: 마른 보지 년들은 항상 콘돔을 탓해""&#128079;&#128514;&#128079;&#128514;",1
Davidson,170,,"""@LUNAraps: 닥쳐 이 새끼야! https://t.co/IemN1u0gm5"" &#128557;&#128514;",1
Davidson,171,,"""@LaFlareGodJosh: Gucci Mane이 감옥에 있고 매달 믹스테입을 떨어뜨리면 이 년들은 문자조차 보낼 수 없습니다.""",1
Davidson,172,,"""@Latrobemark: 당신은 돈보다 이 년들을 더 사랑해요, 이 새끼들은 잘못됐어""",1
Davidson,173,,"""@LeBronVuitton: 아빠 문제가 없는 burbs 출신의 충성스러운 년은 홀로그램 Mewtwo를 찾는 것과 같습니다."" ...거기서 나처럼 들리네 ㅋㅋㅋㅋ",1
Davidson,174,,"""@LiLFridayHOE: 쉬운 정액, 쉬운 괭이"" 그건 사실입니다!",1
Davidson,175,,"""@LifeAsBros: Charlie Sheen은 너무 현실적입니다 http://t.co/gGGdK3kOV7"" Charlie Sheen에 대한 빌어먹을 존경심.",1
Davidson,176,,"""@Lightskingawdd: 내가 배를 가지고 있었으면 좋겠다 &#128533;""

당신은 모든 창녀를 가지고 tho",1
Davidson,177,,"""@Lil_Mike_12: 씨발 개년아 요리할 줄 알아?""",1
Davidson,178,,"""@Linniekravitz: @WesGodLaFlare 개년 wtf"" http://t.co/DaSmycxODB",1
Davidson,179,,"""@Lipe_the_Great: ""@h0rheyd: ""@Lipe_the_Great: zoe 닥쳐"" zoe를 위해 싸우세요?"" 당신은 좋은 부인입니다. 지금 함께 이동",1
Davidson,180,,"""@LolaaIsDope: Lmao 빌어 먹을 뱀 새끼들"" @ em",1
Davidson,181,,"""@Loveable_Aizah: 사방에 큰 전리품 괭이 쳇 &#128525;"" 젠장&#127807;&#128064;&#127807;",1
Davidson,182,,"""@MLBNetwork: @Yankees 1B @teixeiramark25가 8-10주 동안 나올 것이라는 보고서에 대한 업데이트를 위해 @MLBNetwork를 계속 지켜봐 주세요"" @dliming35 #bum",0
Davidson,183,,"""@M_Rad: ""@DezDLT: ""나는 축구를 하고, 여자를 속이고, 카키색 카고를 입는다"" 이발 http://t.co/tYCIhD6PkW"" yes lmfao""@soccerboy_04",0
Davidson,184,,"""@MadFlyentist: 오레곤은 매년 현장 쓰레기 프로그램에서 빠져나와 질식합니다."" RFT",1
Davidson,185,,"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens는 최고의 Eagle & Cowboy였습니다."" ..친구는 Romo를 통해 TV에서 암캐처럼 울었습니다.",1
Davidson,186,,"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" 이것이 바로 흑인과 깜둥이가 있는 이유입니다",1
Davidson,187,,"""@Master11_: @20ToLife_ @GabrielaStarr 어떻게 나한테 이럴 수가 있어 개년아""",1
Davidson,188,,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" 화난 청년이 지나쳤습니다. 그가 자는 동안 나는 그의 더러운 발바닥을 핥았을 것이다.",0
Davidson,189,,"""@MaxMayo77: http://t.co/PrrskknqRv"" 사랑 frat boy w/ soft long soles",0
Davidson,190,,"""@MaxMayo77: http://t.co/XpSC3makgJ"" 뜨거운 밑창과 아치가 있는 섹시한 젊은이.",0
Davidson,191,,"""@MegamindNick: @white_thunduh nah fam 난 ​​창녀들과 바람을 피워야겠어""는 내가 느끼는 여성에 따라 다릅니다.",1
Davidson,192,,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" 나는 힉스를 얻었다.",0
Davidson,193,,"""@igsmichelen: 이 새로운 트위터는 나를 혼란스럽게 만들고 있습니다."" 남미로 돌아가 개년아",1
Davidson,194,,"""@Miikito_x3: 토토는 엉덩이냐, 질이냐?"" 내 생각에 보지 원인 토토 산티는 더러운 보지",1
Davidson,195,,"""@MikelaHenry: 하지만 그가 실제로 당신보다 못생긴 년을 선택한다면? ""그녀의 엉덩이는 뚱뚱할 것입니다!",1
Davidson,196,,"""@MileyCyrus: 개년이 내 분위기를 죽일 수 없었어. &#127752;&#127752;&#127752;"" dis 내가 마일리를 사랑하는 이유 :*",1
Davidson,197,,"""@Montrell_: 내가 못생겼다고 말하는 년들 지겹다.. &#128530;"" 인마, 당신은 큰 af, 꽉 셔츠를 입고, 모두를 우울하게.",1
Davidson,198,,"""@MotherJones: 기후 변화 덕분에 손자가 볼 수 없는 새 10마리 http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",0
Davidson,199,,"""@MvckFadden: ""아름다워요 이년아""""",1
Davidson,200,,"""@NICKIMINAJ: #WutKinda
r 보라색. Celie"" man 이 여자는 ""stupid hoe"" 트랙에서 놀고 있었어.",1
Davidson,201,,"""@NastyCopper: 돈은 더 커지고 암캐들은 흐릿해져요""",1
Davidson,202,,"""@NewsomeJade: 나는 놈들에게 그렇게 집착하는 년을 본 적이 없어&#128514;"" 나는 내 것에 집착한다 &#128529;",1
Davidson,203,,"""@Nicholas_ted33: Kobe는 계속 쓰레기 같은 소리를 하고 있습니다. 하지만 http://t.co/VH4tnEkvTP를 잊지 말자."" @J_Austin12 나는 이것을 하려고 했습니다. 흠.",1
